checking_account_status,duration_months,credit_history,purpose,credit_amount,savings_account,employment_since,installment_rate_pct,personal_status_sex,other_debtors,present_residence_since,property,age,other_installment_plans,housing,existing_credits,job,people_liable,telephone,foreign_worker,credit_risk
1,2.064234309715724,4,2,0.7319438336672196,2,3,0.052280634896496016,3,2,1.053413018870969,3,-1.0410058118144785,1,0,1.045047093438766,1,2.29128784747792,0,1,1
3,0.9255427408327181,1,7,0.6973923795929492,2,1,0.9421637820708985,0,2,1.053413018870969,1,-0.8558558230524548,1,2,-0.7187454693270836,0,-0.4364357804719845,1,1,0
1,2.064234309715724,3,3,0.016037705248336573,2,0,0.052280634896496016,3,2,1.053413018870969,1,1.7362440196158784,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
0,0.3561969563912153,3,7,-0.48334597763845183,2,3,0.9421637820708985,0,2,1.053413018870969,1,-1.4113057893385261,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,0
0,1.494888525274221,3,4,0.3200905011019162,4,0,-0.8376025122779064,2,2,-0.7472929962930807,1,-0.7632808286714429,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,2.064234309715724,1,7,0.7969005673268479,2,2,0.9421637820708985,3,2,-0.7472929962930807,0,-0.9484308174334667,1,1,1.045047093438766,3,-0.4364357804719845,0,1,1
3,-0.7824946124917905,3,1,0.2353242671063728,4,2,-0.8376025122779064,3,2,0.15306001128894414,0,0.9030690701867713,1,1,-0.7187454693270836,0,2.29128784747792,1,1,0
0,0.3561969563912153,0,4,-0.5432351647005206,2,1,0.9421637820708985,0,2,1.053413018870969,3,-0.11525586800435958,0,0,-0.7187454693270836,3,-0.4364357804719845,0,1,1
0,2.064234309715724,0,2,2.2417847909560464,2,4,-1.727485659452309,3,2,-0.7472929962930807,3,1.8288190139968903,0,0,-0.7187454693270836,0,-0.4364357804719845,1,1,0
3,0.3561969563912153,3,2,2.2417847909560464,4,0,-0.8376025122779064,1,2,1.053413018870969,3,1.180794053329807,1,0,-0.7187454693270836,1,-0.4364357804719845,1,1,0
3,0.07152406417046382,1,5,-0.33546575420057445,2,2,0.9421637820708985,0,2,1.053413018870969,0,-1.1335808061954904,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,0
0,-0.7824946124917905,1,1,-0.4704467681173909,0,2,0.9421637820708985,3,2,-1.6476460038751053,1,-0.7632808286714429,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,-1.2569494328597097,3,7,-0.31657762597330663,2,2,-1.727485659452309,0,1,-1.6476460038751053,2,0.9030690701867713,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,-1.067167504712542,1,1,-0.8256357160008907,2,0,0.052280634896496016,3,2,-1.6476460038751053,2,-0.48555584552840714,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
0,-0.21314882805028765,3,1,-0.9094805778877869,4,0,0.9421637820708985,0,2,-0.7472929962930807,0,-0.20783086238537146,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
3,0.3561969563912153,3,1,0.3412820596008021,2,3,0.9421637820708985,0,0,1.053413018870969,3,2.4768439746639737,1,0,-0.7187454693270836,1,-0.4364357804719845,1,1,0
3,-1.3518403969332935,1,7,-0.7528473194177611,2,0,-1.727485659452309,0,2,-1.6476460038751053,1,-0.670705834290431,1,1,1.045047093438766,1,-0.4364357804719845,1,1,0
0,-0.7824946124917905,1,1,-0.9481782064509698,2,1,-0.8376025122779064,3,2,0.15306001128894414,2,1.088219058948795,1,1,1.045047093438766,3,2.29128784747792,0,1,0
1,1.494888525274221,2,0,-0.40134385996885,2,1,-0.8376025122779064,3,2,-1.6476460038751053,1,-1.0410058118144785,1,1,1.045047093438766,1,-0.4364357804719845,1,1,1
0,-1.3518403969332935,3,7,-1.219982978501897,4,3,0.9421637820708985,3,2,1.053413018870969,0,0.25504410951968803,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,-0.4978217202710391,1,0,-0.31795968413627745,1,0,-0.8376025122779064,3,2,1.053413018870969,1,-0.7632808286714429,0,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,-0.6876036484182068,3,7,-0.7404087959510237,0,4,-0.8376025122779064,0,2,1.053413018870969,2,2.6619939634259975,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,-0.21314882805028765,1,4,-0.5307966412337832,0,0,0.9421637820708985,0,2,-0.7472929962930807,2,-0.48555584552840714,1,1,1.045047093438766,1,-0.4364357804719845,0,1,1
3,0.3561969563912153,1,5,-0.6593280503900691,2,1,0.9421637820708985,3,2,0.15306001128894414,0,0.4401940982817118,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
3,1.494888525274221,3,1,0.028936914769397526,4,0,0.9421637820708985,3,2,1.053413018870969,2,0.06989412075766421,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,1.494888525274221,2,5,2.1476320786036593,1,1,-0.8376025122779064,0,2,1.053413018870969,1,0.4401940982817118,1,1,1.045047093438766,1,-0.4364357804719845,1,1,0
1,1.494888525274221,3,1,0.10725354400441046,2,1,-0.8376025122779064,3,2,1.053413018870969,3,0.3476191039006999,0,0,-0.7187454693270836,0,2.29128784747792,1,1,0
3,-0.7824946124917905,1,5,-0.4980879313768072,2,3,0.9421637820708985,3,2,1.053413018870969,2,0.7179190814247475,1,1,2.8088396562046154,1,-0.4364357804719845,1,1,0
3,-0.4978217202710391,3,7,0.25421239533364065,2,3,0.9421637820708985,0,2,-0.7472929962930807,1,1.7362440196158784,0,2,-0.7187454693270836,0,-0.4364357804719845,1,1,0
1,2.064234309715724,1,2,1.5270879634297627,2,3,0.9421637820708985,3,2,1.053413018870969,3,0.9956440645677832,1,0,1.045047093438766,1,-0.4364357804719845,1,1,1
0,0.3561969563912153,3,2,0.5052862949400057,1,2,0.052280634896496016,0,2,1.053413018870969,1,-0.670705834290431,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,1
3,-0.9722765406389582,3,2,-0.05306520290020426,4,2,-1.727485659452309,0,2,1.053413018870969,2,-0.3929808511473953,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,0.3561969563912153,1,0,0.5172641323524194,0,0,0.052280634896496016,3,2,0.15306001128894414,0,-0.7632808286714429,1,1,1.045047093438766,3,-0.4364357804719845,1,1,0
3,-1.3518403969332935,4,7,-1.193263187351128,2,3,0.9421637820708985,2,2,1.053413018870969,1,0.3476191039006999,1,1,-0.7187454693270836,3,-0.4364357804719845,0,1,0
3,-1.3518403969332935,3,8,-1.0854626506394043,1,1,-0.8376025122779064,2,2,1.053413018870969,2,-1.1335808061954904,1,2,-0.7187454693270836,3,-0.4364357804719845,0,1,0
1,-0.7824946124917905,3,2,0.17036753344674443,2,3,0.052280634896496016,3,2,1.053413018870969,3,-0.022680873623347676,1,0,-0.7187454693270836,1,-0.4364357804719845,1,1,1
3,1.494888525274221,1,5,1.8937940626713528,2,2,-0.8376025122779064,0,2,1.053413018870969,0,-1.1335808061954904,1,2,1.045047093438766,1,-0.4364357804719845,1,1,1
0,-1.067167504712542,1,4,-0.698025678953252,2,3,-0.8376025122779064,0,2,0.15306001128894414,1,-0.11525586800435958,1,1,1.045047093438766,0,-0.4364357804719845,1,1,1
0,-0.023366899903120002,4,2,1.442782415488543,0,3,0.052280634896496016,2,2,1.053413018870969,1,-0.3929808511473953,0,1,1.045047093438766,1,-0.4364357804719845,1,1,0
3,-0.21314882805028765,3,0,-0.4911776405619531,2,1,0.9421637820708985,3,2,-1.6476460038751053,1,-0.11525586800435958,2,1,1.045047093438766,1,-0.4364357804719845,1,1,0
3,-1.3518403969332935,3,7,-0.654721189846833,2,1,0.052280634896496016,3,2,-0.7472929962930807,0,1.4585190364728426,1,1,-0.7187454693270836,1,2.29128784747792,0,1,0
0,0.3561969563912153,3,1,0.22841397629151872,0,1,-0.8376025122779064,3,2,0.15306001128894414,1,0.25504410951968803,0,1,1.045047093438766,1,-0.4364357804719845,1,1,0
0,-1.067167504712542,1,7,-0.8578837398035432,2,3,-0.8376025122779064,3,2,1.053413018870969,2,0.16246911513867612,1,1,2.8088396562046154,3,-0.4364357804719845,0,1,0
1,1.494888525274221,3,1,-0.5409317344289025,2,2,0.9421637820708985,0,2,1.053413018870969,1,-0.11525586800435958,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,1
3,-0.4978217202710391,3,2,-0.7906235758722967,4,3,0.9421637820708985,3,2,1.053413018870969,3,0.9030690701867713,0,0,-0.7187454693270836,1,2.29128784747792,0,1,0
1,0.3561969563912153,3,5,2.1674415789395742,4,2,-1.727485659452309,0,2,-0.7472929962930807,0,-0.48555584552840714,1,1,-0.7187454693270836,1,-0.4364357804719845,1,0,0
0,0.9255427408327181,1,1,1.0217153618367674,2,4,0.9421637820708985,2,2,-0.7472929962930807,1,-0.670705834290431,1,1,1.045047093438766,0,-0.4364357804719845,0,1,1
3,-0.4978217202710391,3,1,0.24868416268175736,4,0,0.052280634896496016,3,2,-0.7472929962930807,3,-0.578130839909419,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,-0.4978217202710391,3,7,-0.47781774498656854,4,3,0.9421637820708985,3,2,-0.7472929962930807,1,-0.022680873623347676,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,-0.7824946124917905,1,5,0.2767860119954973,2,3,-1.727485659452309,3,2,1.053413018870969,1,-0.670705834290431,1,2,2.8088396562046154,1,-0.4364357804719845,1,1,0
2,-1.067167504712542,4,7,-0.7735781918623233,2,2,0.9421637820708985,3,2,-0.7472929962930807,1,-0.11525586800435958,1,1,1.045047093438766,0,-0.4364357804719845,1,1,1
0,0.545978884538383,3,2,2.2417847909560464,2,2,-0.8376025122779064,3,2,0.15306001128894414,1,-0.48555584552840714,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
3,-1.3518403969332935,1,1,-0.43128845349988437,1,0,-1.727485659452309,2,2,-0.7472929962930807,1,-1.0410058118144785,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,-0.21314882805028765,3,7,-0.720138609560785,2,2,0.052280634896496016,0,2,-1.6476460038751053,2,-0.8558558230524548,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,-0.21314882805028765,4,5,0.10495011373279244,2,0,-1.727485659452309,0,2,1.053413018870969,1,-0.20783086238537146,0,1,1.045047093438766,1,-0.4364357804719845,1,1,0
2,1.494888525274221,3,7,1.3045765991914613,2,0,0.9421637820708985,3,2,-1.6476460038751053,1,-1.0410058118144785,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
1,-0.7824946124917905,1,7,-1.2121513155783958,2,1,0.9421637820708985,0,2,0.15306001128894414,2,2.106543997139926,1,1,4.572632218970465,3,-0.4364357804719845,1,1,0
0,-1.067167504712542,3,5,-0.966605648623914,2,0,0.9421637820708985,0,2,-1.6476460038751053,0,-0.48555584552840714,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
3,-0.4978217202710391,3,5,-0.1419776113846601,2,2,-0.8376025122779064,3,2,0.15306001128894414,0,-0.7632808286714429,0,1,1.045047093438766,3,-0.4364357804719845,0,1,0
1,-1.3518403969332935,3,1,-1.084541278530757,2,2,0.052280634896496016,3,2,1.053413018870969,2,0.5327690926627237,1,1,-0.7187454693270836,3,2.29128784747792,1,1,0
1,-0.7824946124917905,3,1,-0.7574541799609971,2,1,-0.8376025122779064,1,2,0.15306001128894414,1,0.06989412075766421,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
3,1.494888525274221,1,1,1.657462116803343,2,3,0.9421637820708985,3,2,1.053413018870969,1,-0.11525586800435958,1,1,1.045047093438766,0,-0.4364357804719845,1,1,0
1,1.8744523815685563,1,4,1.373679507340002,2,0,0.9421637820708985,3,2,0.15306001128894414,3,-0.7632808286714429,0,1,-0.7187454693270836,1,-0.4364357804719845,1,1,1
0,0.3561969563912153,2,7,1.5602573593410622,2,2,-1.727485659452309,3,2,-0.7472929962930807,1,-0.20783086238537146,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,0.3561969563912153,3,7,0.19063771983698308,1,3,0.052280634896496016,3,2,-0.7472929962930807,1,-0.3929808511473953,1,1,-0.7187454693270836,1,2.29128784747792,1,1,0
3,0.07152406417046382,3,2,-0.24885677598773662,4,3,0.9421637820708985,3,2,1.053413018870969,2,0.9956440645677832,1,1,-0.7187454693270836,0,-0.4364357804719845,1,1,0
1,-1.3518403969332935,1,1,0.7830799856971398,4,2,-1.727485659452309,3,2,0.15306001128894414,2,0.8104940758057594,1,1,1.045047093438766,3,2.29128784747792,0,1,0
3,-0.7824946124917905,3,0,-0.6791375507259841,2,1,-0.8376025122779064,3,2,1.053413018870969,1,0.06989412075766421,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,0
3,0.9255427408327181,1,7,0.028015542660750316,4,3,0.052280634896496016,3,2,-0.7472929962930807,1,0.4401940982817118,1,1,1.045047093438766,1,2.29128784747792,1,1,0
1,-1.067167504712542,1,1,-0.10005518044121202,2,0,-0.8376025122779064,3,2,-0.7472929962930807,2,0.06989412075766421,1,2,1.045047093438766,1,2.29128784747792,0,1,0
1,0.07152406417046382,3,5,0.2684936630176724,2,1,-1.727485659452309,0,2,1.053413018870969,1,-0.8558558230524548,1,2,-0.7187454693270836,3,-0.4364357804719845,0,1,0
1,0.3561969563912153,3,7,0.29659551233141235,2,0,-0.8376025122779064,0,2,1.053413018870969,1,-0.670705834290431,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,0.3561969563912153,1,7,-0.2728124508125641,4,3,0.9421637820708985,3,2,1.053413018870969,0,1.6436690252348665,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
1,-0.4978217202710391,3,1,-0.7431729122769654,2,0,-0.8376025122779064,0,2,1.053413018870969,1,-0.670705834290431,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,2.064234309715724,4,0,2.2417847909560464,4,0,-0.8376025122779064,3,2,-0.7472929962930807,1,1.180794053329807,0,1,-0.7187454693270836,0,-0.4364357804719845,1,1,0
0,1.494888525274221,2,1,2.034303309240052,2,0,-0.8376025122779064,0,2,-0.7472929962930807,0,1.7362440196158784,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,0
1,0.3561969563912153,0,5,0.24684141846446295,2,1,0.052280634896496016,3,2,1.053413018870969,1,-0.7632808286714429,0,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
1,-1.3518403969332935,1,7,-1.2338035601316053,1,3,0.9421637820708985,3,2,1.053413018870969,1,1.5510940308538546,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
3,-0.7824946124917905,1,0,-0.8436024721195113,2,0,0.052280634896496016,0,2,-0.7472929962930807,2,-0.7632808286714429,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
0,-1.3518403969332935,3,7,-1.0426188475873088,2,0,-0.8376025122779064,0,1,0.15306001128894414,2,2.6619939634259975,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,1.494888525274221,3,4,-0.5515275136783454,2,0,0.9421637820708985,3,2,1.053413018870969,3,0.16246911513867612,2,0,-0.7187454693270836,1,-0.4364357804719845,1,1,1
1,1.494888525274221,0,5,-0.12447154132036312,2,3,0.9421637820708985,3,2,1.053413018870969,1,-0.3929808511473953,0,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
1,-1.067167504712542,3,5,-0.4054900344577625,2,0,0.052280634896496016,3,2,-0.7472929962930807,2,-0.9484308174334667,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,0.3561969563912153,2,2,0.7660346016871664,2,1,0.052280634896496016,3,2,0.15306001128894414,1,-0.022680873623347676,1,1,1.045047093438766,3,-0.4364357804719845,1,1,0
3,-0.21314882805028765,3,0,-0.6671597133135704,0,0,0.052280634896496016,0,2,1.053413018870969,0,-1.0410058118144785,1,2,-0.7187454693270836,3,-0.4364357804719845,0,1,0
3,0.9255427408327181,1,7,1.2691037730085437,2,1,0.9421637820708985,0,2,-0.7472929962930807,1,-0.9484308174334667,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
3,1.494888525274221,4,8,-0.18574278654540266,2,0,0.9421637820708985,3,2,-0.7472929962930807,1,-0.7632808286714429,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
3,-0.4978217202710391,0,7,-0.6666990272592468,0,3,0.9421637820708985,3,2,1.053413018870969,1,-0.11525586800435958,0,1,-0.7187454693270836,3,2.29128784747792,0,1,0
2,-0.7824946124917905,1,1,-0.9569312414831183,1,1,0.9421637820708985,2,2,-0.7472929962930807,2,-0.670705834290431,1,1,2.8088396562046154,1,-0.4364357804719845,1,1,1
3,0.3561969563912153,3,7,-0.5137512572238098,0,0,0.9421637820708985,3,2,1.053413018870969,1,-0.578130839909419,1,2,-0.7187454693270836,0,-0.4364357804719845,1,1,0
1,-0.7824946124917905,2,1,-0.7703533894820581,2,0,0.9421637820708985,3,2,-0.7472929962930807,2,0.7179190814247475,1,1,1.045047093438766,3,2.29128784747792,0,1,0
3,1.494888525274221,2,0,2.2417847909560464,4,2,0.9421637820708985,3,2,1.053413018870969,1,-0.7632808286714429,1,2,1.045047093438766,1,-0.4364357804719845,1,1,1
3,-1.067167504712542,3,7,-0.1470451579822198,2,0,-1.727485659452309,3,2,-0.7472929962930807,2,-0.3004058567663834,1,1,-0.7187454693270836,1,2.29128784747792,0,1,0
3,1.494888525274221,1,2,2.2417847909560464,4,0,0.9421637820708985,3,2,-0.7472929962930807,1,-0.48555584552840714,1,1,-0.7187454693270836,0,-0.4364357804719845,1,1,0
3,-0.7824946124917905,1,1,-0.8537375653146306,1,0,0.9421637820708985,3,2,1.053413018870969,2,0.8104940758057594,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,0
1,-0.7824946124917905,3,5,-1.089148139073993,2,3,0.9421637820708985,0,2,1.053413018870969,0,-1.0410058118144785,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,0
1,-0.7824946124917905,3,5,-1.0633497200318711,2,0,-0.8376025122779064,3,1,0.15306001128894414,0,0.25504410951968803,1,1,-0.7187454693270836,3,2.29128784747792,0,1,0
3,0.3561969563912153,3,7,1.3483417743522037,4,2,-1.727485659452309,0,2,-1.6476460038751053,1,0.8104940758057594,1,1,1.045047093438766,1,-0.4364357804719845,1,1,1
2,-0.21314882805028765,3,5,0.015116333139689362,2,2,-1.727485659452309,0,2,-1.6476460038751053,0,0.9030690701867713,2,1,-0.7187454693270836,3,-0.4364357804719845,0,1,0
3,-0.21314882805028765,3,7,-1.1900383849708627,2,4,0.052280634896496016,0,0,1.053413018870969,2,-1.2261558005765023,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,1
2,-0.7824946124917905,3,7,-0.7920056340352675,2,0,0.052280634896496016,2,2,1.053413018870969,2,-1.1335808061954904,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,0.9255427408327181,3,1,-0.399040429697232,2,0,0.9421637820708985,0,1,-0.7472929962930807,3,-1.0410058118144785,0,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
2,-0.7824946124917905,3,5,-0.7104642024199893,2,2,0.9421637820708985,0,2,-1.6476460038751053,0,-0.20783086238537146,0,1,-0.7187454693270836,0,-0.4364357804719845,1,1,0
3,-0.7824946124917905,3,0,-0.8938172520407843,2,0,-0.8376025122779064,2,2,-0.7472929962930807,2,-0.8558558230524548,1,1,-0.7187454693270836,1,-0.4364357804719845,1,0,0
3,0.3561969563912153,1,5,0.35049578068727416,3,0,0.9421637820708985,3,2,1.053413018870969,2,1.3659440420918307,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,0
1,-1.3518403969332935,1,1,-1.108957639409908,2,1,0.9421637820708985,0,2,0.15306001128894414,0,0.16246911513867612,1,1,1.045047093438766,1,-0.4364357804719845,0,0,0
1,-0.21314882805028765,3,1,-0.35343251031919504,0,1,0.9421637820708985,3,2,0.15306001128894414,1,-0.48555584552840714,1,1,-0.7187454693270836,0,2.29128784747792,1,1,0
3,0.6408698486119667,1,5,0.6955496353756547,3,2,0.9421637820708985,3,2,-0.7472929962930807,2,-0.3004058567663834,2,1,1.045047093438766,3,2.29128784747792,1,1,0
3,-0.5927126843446229,2,1,-1.0200452309254522,2,0,0.9421637820708985,3,2,-0.7472929962930807,1,-0.7632808286714429,1,1,1.045047093438766,3,-0.4364357804719845,0,1,0
1,-0.21314882805028765,3,5,-0.25530638074826706,2,0,-0.8376025122779064,3,2,-0.7472929962930807,1,-1.2261558005765023,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,1
2,0.3561969563912153,3,5,-0.5026947919200433,2,0,-0.8376025122779064,3,2,-0.7472929962930807,2,-0.8558558230524548,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
1,-0.7824946124917905,3,7,-0.8795359843567526,2,0,-0.8376025122779064,3,2,-0.7472929962930807,2,-1.4113057893385261,1,2,-0.7187454693270836,0,2.29128784747792,1,1,0
3,0.3561969563912153,1,7,-0.18666415865404987,2,3,0.9421637820708985,2,0,0.15306001128894414,2,0.9956440645677832,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
3,-0.4978217202710391,1,5,-0.10512272703877168,2,1,-0.8376025122779064,0,0,0.15306001128894414,1,-1.0410058118144785,0,1,1.045047093438766,1,-0.4364357804719845,0,1,0
0,-0.21314882805028765,3,1,1.3128689481692861,0,0,-0.8376025122779064,3,2,-0.7472929962930807,1,-0.48555584552840714,1,1,1.045047093438766,1,-0.4364357804719845,1,1,0
3,-1.2569494328597097,1,7,-1.053214626836752,4,3,0.9421637820708985,3,2,-0.7472929962930807,0,0.9956440645677832,1,2,1.045047093438766,3,-0.4364357804719845,1,1,0
3,-0.21314882805028765,2,0,-0.3902873946650835,2,0,0.9421637820708985,2,2,-0.7472929962930807,1,-0.670705834290431,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,1
0,-1.067167504712542,3,7,-0.8339280649787156,2,3,0.9421637820708985,0,2,1.053413018870969,2,-0.9484308174334667,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,-0.7824946124917905,3,7,-1.0638104060861948,2,0,0.9421637820708985,3,2,-0.7472929962930807,2,-0.48555584552840714,0,1,1.045047093438766,1,-0.4364357804719845,0,1,0
3,0.3561969563912153,2,1,-1.0592035455429587,4,3,0.9421637820708985,2,2,1.053413018870969,1,1.7362440196158784,1,1,1.045047093438766,1,-0.4364357804719845,1,1,0
2,0.3561969563912153,1,5,0.2767860119954973,4,3,0.9421637820708985,3,0,1.053413018870969,3,-1.4113057893385261,1,2,1.045047093438766,1,-0.4364357804719845,0,1,0
3,-0.7824946124917905,3,7,-0.4345132558801496,0,0,0.9421637820708985,0,0,-0.7472929962930807,2,-0.670705834290431,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,-0.7824946124917905,1,7,-1.1048114649209957,2,3,0.9421637820708985,3,2,1.053413018870969,2,1.9213940083779022,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
1,-0.4978217202710391,1,5,-0.9403465435274685,2,0,-0.8376025122779064,1,2,0.15306001128894414,0,-0.9484308174334667,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
3,-0.7824946124917905,3,5,-0.5897644561872047,2,1,0.052280634896496016,0,2,1.053413018870969,2,-0.3929808511473953,1,1,-0.7187454693270836,3,-0.4364357804719845,0,1,0
1,-1.067167504712542,3,7,-0.7602182962869387,2,2,0.052280634896496016,0,2,1.053413018870969,0,-1.2261558005765023,1,2,-0.7187454693270836,1,-0.4364357804719845,0,1,1
1,-0.7824946124917905,1,1,-0.38936602255643626,2,0,0.9421637820708985,3,2,1.053413018870969,0,0.25504410951968803,0,1,1.045047093438766,3,-0.4364357804719845,0,0,0
3,1.494888525274221,1,0,1.5146494399630253,4,3,0.9421637820708985,3,2,1.053413018870969,2,0.06989412075766421,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
1,-0.7824946124917905,3,5,-0.20232748450105245,2,0,-0.8376025122779064,1,2,-1.6476460038751053,1,0.6253440870437356,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,0.3561969563912153,1,4,-0.501773419811396,4,0,0.052280634896496016,0,2,-0.7472929962930807,1,-0.20783086238537146,1,1,1.045047093438766,1,-0.4364357804719845,1,1,0
0,0.9255427408327181,3,7,-0.01160345801107976,4,3,-0.8376025122779064,0,2,1.053413018870969,1,-0.9484308174334667,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
0,0.3561969563912153,1,0,-0.08807734302879827,4,1,0.9421637820708985,3,2,0.15306001128894414,3,-0.11525586800435958,1,1,1.045047093438766,1,2.29128784747792,1,1,0
2,-1.3518403969332935,1,1,-0.7800277966228538,0,3,-0.8376025122779064,1,2,1.053413018870969,1,-0.670705834290431,1,1,1.045047093438766,1,2.29128784747792,1,1,0
3,-0.7824946124917905,1,5,1.2829243546382518,4,3,-0.8376025122779064,3,2,1.053413018870969,0,1.2733690477108188,1,2,-0.7187454693270836,1,-0.4364357804719845,1,1,0
3,0.16641502824404764,3,7,-0.1571802511773391,1,3,0.052280634896496016,3,2,1.053413018870969,1,0.4401940982817118,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
1,2.064234309715724,3,1,2.2417847909560464,2,2,-1.727485659452309,0,2,-1.6476460038751053,2,-0.022680873623347676,1,1,-0.7187454693270836,3,-0.4364357804719845,1,1,0
0,-0.21314882805028765,1,5,-0.7929270061439148,2,2,0.9421637820708985,0,2,-1.6476460038751053,0,-0.7632808286714429,1,1,1.045047093438766,1,-0.4364357804719845,0,1,0
3,0.3561969563912153,1,1,-0.4957845011051892,3,3,0.9421637820708985,3,2,1.053413018870969,2,2.29169398590195,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,0
1,-0.21314882805028765,1,7,-0.5234256643646055,2,1,0.9421637820708985,2,2,-1.6476460038751053,0,-0.3004058567663834,1,1,1.045047093438766,0,-0.4364357804719845,1,1,0
0,2.064234309715724,1,0,1.3534093209497635,2,1,-0.8376025122779064,0,2,-1.6476460038751053,2,0.5327690926627237,0,1,1.045047093438766,3,-0.4364357804719845,0,1,0
0,0.3561969563912153,3,5,0.4794878758978837,2,1,0.052280634896496016,1,2,0.15306001128894414,1,0.7179190814247475,1,1,-0.7187454693270836,1,-0.4364357804719845,1,1,1
1,-0.7824946124917905,0,1,-1.068417266629431,2,2,0.9421637820708985,3,2,-0.7472929962930807,1,0.9956440645677832,0,1,1.045047093438766,1,-0.4364357804719845,1,1,1
0,1.494888525274221,3,4,-0.3423760450154285,2,1,0.052280634896496016,3,2,-1.6476460038751053,1,-0.3004058567663834,1,1,1.045047093438766,1,2.29128784747792,0,1,0
1,-0.4978217202710391,2,5,0.28876384940791106,2,3,-1.727485659452309,0,2,1.053413018870969,0,-0.7632808286714429,1,1,1.045047093438766,3,-0.4364357804719845,0,1,0
0,-0.7824946124917905,3,2,-0.4552441283247119,4,0,0.9421637820708985,3,2,-0.7472929962930807,1,-0.48555584552840714,1,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
3,1.2102156330534697,2,0,-0.1161791923425382,2,0,-0.8376025122779064,0,2,-0.7472929962930807,1,-0.8558558230524548,1,1,1.045047093438766,1,-0.4364357804719845,1,1,0
3,0.3561969563912153,3,5,1.149325398884406,0,0,0.9421637820708985,3,2,-1.6476460038751053,1,-0.9484308174334667,2,1,-0.7187454693270836,1,-0.4364357804719845,0,1,0
1,0.07152406417046382,2,4,0.18326674296780537,2,2,-0.8376025122779064,3,2,-1.6476460038751053,0,-0.8558558230524548,1,1,1.045047093438766,1,-0.4364357804719845,0,1,1
